Protein accession,Locus tag,FC,Description,Name,evalue,score,COG_category,Preferred_name,KEGG_ko,PFAMs,Pathway_name,Strain
QXV70341.1,HTZ92_2416,1.072038558,"ATP-dependent serine protease that mediates the selective degradation of mutant and abnormal proteins as well as certain short-lived regulatory proteins. Required for cellular homeostasis and for survival from DNA damage and developmental changes induced by stress. Degrades polypeptides processively to yield small peptide fragments that are 5 to 10 amino acids long. Binds to DNA in a double-stranded, site-specific manner",lon protease,0,1539,O,lon,K01338,"AAA,LON_substr_bdg,Lon_C",Cell cycle - Caulobacter,Ab ATCC 19606
QXV70363.1,HTZ92_2438,1.316811674,Isocitrate lyase,isocitrate lyase,0,1060,C,aceA,K01637,ICL,Glyoxylate and dicarboxylate metabolism,Ab ATCC 19606
QXV70363.1,HTZ92_2438,1.316811674,Isocitrate lyase,isocitrate lyase,0,1060,C,aceA,K01637,ICL, Propanoate metabolism,Ab ATCC 19606
QXV70363.1,HTZ92_2438,1.316811674,Isocitrate lyase,isocitrate lyase,0,1060,C,aceA,K01637,ICL, Metabolic pathways,Ab ATCC 19606
QXV70363.1,HTZ92_2438,1.316811674,Isocitrate lyase,isocitrate lyase,0,1060,C,aceA,K01637,ICL, Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV70363.1,HTZ92_2438,1.316811674,Isocitrate lyase,isocitrate lyase,0,1060,C,aceA,K01637,ICL, Microbial metabolism in diverse environments,Ab ATCC 19606
QXV70363.1,HTZ92_2438,1.316811674,Isocitrate lyase,isocitrate lyase,0,1060,C,aceA,K01637,ICL, Carbon metabolism,Ab ATCC 19606
QXV70386.1,HTZ92_2461,1.131529456,GDSL-like Lipase/Acylhydrolase family,arylesterase,2.68E-128,365,E,tesA,K10804,Lipase_GDSL_2,Biosynthesis of unsaturated fatty acids,Ab ATCC 19606
QXV70406.1,HTZ92_2481,1.453244566,Converts alpha-aldose to the beta-anomer,galactose mutarotase,5.63E-275,752,M,galM,K01785,Aldose_epim,Glycolysis / Gluconeogenesis,Ab ATCC 19606
QXV70406.1,HTZ92_2481,1.453244566,Converts alpha-aldose to the beta-anomer,galactose mutarotase,5.63E-275,752,M,galM,K01785,Aldose_epim, Galactose metabolism,Ab ATCC 19606
QXV70406.1,HTZ92_2481,1.453244566,Converts alpha-aldose to the beta-anomer,galactose mutarotase,5.63E-275,752,M,galM,K01785,Aldose_epim, Metabolic pathways,Ab ATCC 19606
QXV70406.1,HTZ92_2481,1.453244566,Converts alpha-aldose to the beta-anomer,galactose mutarotase,5.63E-275,752,M,galM,K01785,Aldose_epim, Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV70406.1,HTZ92_2481,1.453244566,Converts alpha-aldose to the beta-anomer,galactose mutarotase,5.63E-275,752,M,galM,K01785,Aldose_epim, Microbial metabolism in diverse environments,Ab ATCC 19606
QXV70521.1,HTZ92_2596,1.228834518,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III",phosphomannomutase,0,949,G,algC,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV",Fructose and mannose metabolism,Ab ATCC 19606
QXV70521.1,HTZ92_2596,1.228834518,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III",phosphomannomutase,0,949,G,algC,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Amino sugar and nucleotide sugar metabolism,Ab ATCC 19606
QXV70521.1,HTZ92_2596,1.228834518,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III",phosphomannomutase,0,949,G,algC,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Metabolic pathways,Ab ATCC 19606
QXV70521.1,HTZ92_2596,1.228834518,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III",phosphomannomutase,0,949,G,algC,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV70521.1,HTZ92_2596,1.228834518,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III",phosphomannomutase,0,949,G,algC,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Biosynthesis of nucleotide sugars,Ab ATCC 19606
QXV70521.1,HTZ92_2596,1.228834518,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III",phosphomannomutase,0,949,G,algC,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Glycolysis / Gluconeogenesis,Ab ATCC 19606
QXV70521.1,HTZ92_2596,1.228834518,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III",phosphomannomutase,0,949,G,algC,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Pentose phosphate pathway,Ab ATCC 19606
QXV70521.1,HTZ92_2596,1.228834518,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III",phosphomannomutase,0,949,G,algC,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Galactose metabolism,Ab ATCC 19606
QXV70521.1,HTZ92_2596,1.228834518,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III",phosphomannomutase,0,949,G,algC,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Purine metabolism,Ab ATCC 19606
QXV70521.1,HTZ92_2596,1.228834518,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III",phosphomannomutase,0,949,G,algC,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Starch and sucrose metabolism,Ab ATCC 19606
QXV70521.1,HTZ92_2596,1.228834518,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III",phosphomannomutase,0,949,G,algC,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Streptomycin biosynthesis,Ab ATCC 19606
QXV70521.1,HTZ92_2596,1.228834518,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III",phosphomannomutase,0,949,G,algC,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Microbial metabolism in diverse environments,Ab ATCC 19606
QXV70548.1,HTZ92_2623,1.06742688,Catalyzes the ATP-dependent amidation of deamido-NAD to form NAD. Uses L-glutamine as a nitrogen source,NAD synthetase,0,1063,H,nadE,"K01916,K01950","CN_hydrolase,NAD_synthase",Nicotinate and nicotinamide metabolism,Ab ATCC 19606
QXV70548.1,HTZ92_2623,1.06742688,Catalyzes the ATP-dependent amidation of deamido-NAD to form NAD. Uses L-glutamine as a nitrogen source,NAD synthetase,0,1063,H,nadE,"K01916,K01950","CN_hydrolase,NAD_synthase", Metabolic pathways,Ab ATCC 19606
QXV70548.1,HTZ92_2623,1.06742688,Catalyzes the ATP-dependent amidation of deamido-NAD to form NAD. Uses L-glutamine as a nitrogen source,NAD synthetase,0,1063,H,nadE,"K01916,K01950","CN_hydrolase,NAD_synthase", Biosynthesis of cofactors,Ab ATCC 19606
QXV70651.1,HTZ92_2726,1.246215597,Histidine kinase,two-component system sensor histidine kinase,0,1065,T,rstB,K07639,"HAMP,HATPase_c,HisKA",Two-component system,Ab ATCC 19606
QXV70652.1,HTZ92_2727,1.734864529,COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,DNA-binding response regulator,1.89E-167,468,K,rstA,K07661,"Response_reg,Trans_reg_C",Two-component system,Ab ATCC 19606
QXV70666.1,HTZ92_2741,1.010927737,Flavin reductase like domain,flavin reductase,7.63E-112,321,S,-,K09024,Flavin_Reduct,Pyrimidine metabolism,Ab ATCC 19606
QXV70666.1,HTZ92_2741,1.010927737,Flavin reductase like domain,flavin reductase,7.63E-112,321,S,-,K09024,Flavin_Reduct, Metabolic pathways,Ab ATCC 19606
QXV70667.1,HTZ92_2742,1.169759951,"Cobalamin-independent synthase, Catalytic domain",5-methyltetrahydropteroyltriglutamate--homocyste ine methyltransferase,1.05E-255,700,E,metE,K00549,Meth_synt_2,Cysteine and methionine metabolism,Ab ATCC 19606
QXV70667.1,HTZ92_2742,1.169759951,"Cobalamin-independent synthase, Catalytic domain",5-methyltetrahydropteroyltriglutamate--homocyste ine methyltransferase,1.05E-255,700,E,metE,K00549,Meth_synt_2, Selenocompound metabolism,Ab ATCC 19606
QXV70667.1,HTZ92_2742,1.169759951,"Cobalamin-independent synthase, Catalytic domain",5-methyltetrahydropteroyltriglutamate--homocyste ine methyltransferase,1.05E-255,700,E,metE,K00549,Meth_synt_2, Metabolic pathways,Ab ATCC 19606
QXV70667.1,HTZ92_2742,1.169759951,"Cobalamin-independent synthase, Catalytic domain",5-methyltetrahydropteroyltriglutamate--homocyste ine methyltransferase,1.05E-255,700,E,metE,K00549,Meth_synt_2, Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV70667.1,HTZ92_2742,1.169759951,"Cobalamin-independent synthase, Catalytic domain",5-methyltetrahydropteroyltriglutamate--homocyste ine methyltransferase,1.05E-255,700,E,metE,K00549,Meth_synt_2, Biosynthesis of amino acids,Ab ATCC 19606
QXV70684.1,HTZ92_2759,1.837535014,Adenosine/AMP deaminase,adenosine deaminase,2.06E-242,668,F,add,K01488,A_deaminase,Purine metabolism,Ab ATCC 19606
QXV70684.1,HTZ92_2759,1.837535014,Adenosine/AMP deaminase,adenosine deaminase,2.06E-242,668,F,add,K01488,A_deaminase, Metabolic pathways,Ab ATCC 19606
QXV70684.1,HTZ92_2759,1.837535014,Adenosine/AMP deaminase,adenosine deaminase,2.06E-242,668,F,add,K01488,A_deaminase, Nucleotide metabolism,Ab ATCC 19606
QXV70684.1,HTZ92_2759,1.837535014,Adenosine/AMP deaminase,adenosine deaminase,2.06E-242,668,F,add,K01488,A_deaminase, Primary immunodeficiency,Ab ATCC 19606
QXV70768.1,HTZ92_2843,1.318257337,Belongs to the hyi family,hydroxypyruvate isomerase,8.78E-195,539,G,hyi,K01816,AP_endonuc_2,Glyoxylate and dicarboxylate metabolism,Ab ATCC 19606
QXV70768.1,HTZ92_2843,1.318257337,Belongs to the hyi family,hydroxypyruvate isomerase,8.78E-195,539,G,hyi,K01816,AP_endonuc_2, Metabolic pathways,Ab ATCC 19606
QXV70783.1,HTZ92_2858,1.790342878,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,aconitate hydratase,0,1845,C,acnA,"K01681,K20455","Aconitase,Aconitase_C",Citrate cycle (TCA cycle),Ab ATCC 19606
QXV70783.1,HTZ92_2858,1.790342878,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,aconitate hydratase,0,1845,C,acnA,"K01681,K20455","Aconitase,Aconitase_C", Glyoxylate and dicarboxylate metabolism,Ab ATCC 19606
QXV70783.1,HTZ92_2858,1.790342878,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,aconitate hydratase,0,1845,C,acnA,"K01681,K20455","Aconitase,Aconitase_C", Other carbon fixation pathways,Ab ATCC 19606
QXV70783.1,HTZ92_2858,1.790342878,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,aconitate hydratase,0,1845,C,acnA,"K01681,K20455","Aconitase,Aconitase_C", Metabolic pathways,Ab ATCC 19606
QXV70783.1,HTZ92_2858,1.790342878,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,aconitate hydratase,0,1845,C,acnA,"K01681,K20455","Aconitase,Aconitase_C", Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV70783.1,HTZ92_2858,1.790342878,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,aconitate hydratase,0,1845,C,acnA,"K01681,K20455","Aconitase,Aconitase_C", Microbial metabolism in diverse environments,Ab ATCC 19606
QXV70783.1,HTZ92_2858,1.790342878,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,aconitate hydratase,0,1845,C,acnA,"K01681,K20455","Aconitase,Aconitase_C", Carbon metabolism,Ab ATCC 19606
QXV70783.1,HTZ92_2858,1.790342878,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,aconitate hydratase,0,1845,C,acnA,"K01681,K20455","Aconitase,Aconitase_C", 2-Oxocarboxylic acid metabolism,Ab ATCC 19606
QXV70783.1,HTZ92_2858,1.790342878,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,aconitate hydratase,0,1845,C,acnA,"K01681,K20455","Aconitase,Aconitase_C", Biosynthesis of amino acids,Ab ATCC 19606
QXV70783.1,HTZ92_2858,1.790342878,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,aconitate hydratase,0,1845,C,acnA,"K01681,K20455","Aconitase,Aconitase_C", Propanoate metabolism,Ab ATCC 19606
QXV70800.1,HTZ92_2875,5.24457539,"Part of the tripartite efflux system MacAB-TolC. MacB is a non-canonical ABC transporter that contains transmembrane domains (TMD), which form a pore in the inner membrane, and an ATP-binding domain (NBD), which is responsible for energy generation. Confers resistance against macrolides",MacB family efflux pump subunit,0,1236,V,macB,K05685,"ABC_tran,FtsX,MacB_PCD",ABC transporters,Ab ATCC 19606
QXV70918.1,HTZ92_2993,1.246733151,Bifunctional enzyme with both catalase and broad- spectrum peroxidase activity,catalase peroxidase,0,1450,P,katG,K03782,peroxidase,Phenylalanine metabolism,Ab ATCC 19606
QXV70918.1,HTZ92_2993,1.246733151,Bifunctional enzyme with both catalase and broad- spectrum peroxidase activity,catalase peroxidase,0,1450,P,katG,K03782,peroxidase, Tryptophan metabolism,Ab ATCC 19606
QXV70918.1,HTZ92_2993,1.246733151,Bifunctional enzyme with both catalase and broad- spectrum peroxidase activity,catalase peroxidase,0,1450,P,katG,K03782,peroxidase, Phenylpropanoid biosynthesis,Ab ATCC 19606
QXV70918.1,HTZ92_2993,1.246733151,Bifunctional enzyme with both catalase and broad- spectrum peroxidase activity,catalase peroxidase,0,1450,P,katG,K03782,peroxidase, Drug metabolism - other enzymes,Ab ATCC 19606
QXV70918.1,HTZ92_2993,1.246733151,Bifunctional enzyme with both catalase and broad- spectrum peroxidase activity,catalase peroxidase,0,1450,P,katG,K03782,peroxidase, Metabolic pathways,Ab ATCC 19606
QXV70918.1,HTZ92_2993,1.246733151,Bifunctional enzyme with both catalase and broad- spectrum peroxidase activity,catalase peroxidase,0,1450,P,katG,K03782,peroxidase, Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV70927.1,HTZ92_3002,1.145450229,AMP-binding enzyme C-terminal domain,long-chain acyl-CoA synthetase,0,1239,IQ,-,"K02182,K13776","AMP-binding,AMP-binding_C","Pinene, camphor and geraniol degradation",Ab ATCC 19606
QXV70927.1,HTZ92_3002,1.145450229,AMP-binding enzyme C-terminal domain,long-chain acyl-CoA synthetase,0,1239,IQ,-,"K02182,K13776","AMP-binding,AMP-binding_C", Microbial metabolism in diverse environments,Ab ATCC 19606
QXV70936.1,HTZ92_3011,1.655211396,Ribosomal protein L31,50S ribosomal protein L31,9.64E-55,171,J,rpmE2,K02909,Ribosomal_L31,Ribosome,Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.624913407,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1",Fatty acid degradation,Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.624913407,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1"," Valine, leucine and isoleucine degradation",Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.624913407,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1", Lysine degradation,Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.624913407,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1", Benzoate degradation,Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.624913407,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1", Tryptophan metabolism,Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.624913407,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1", beta-Alanine metabolism,Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.624913407,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1", Propanoate metabolism,Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.624913407,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1", Butanoate metabolism,Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.624913407,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1"," Pinene, camphor and geraniol degradation",Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.624913407,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1", Caprolactam degradation,Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.624913407,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1", Metabolic pathways,Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.624913407,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1", Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.624913407,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1", Microbial metabolism in diverse environments,Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.624913407,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1", Carbon metabolism,Ab ATCC 19606
QXV71015.1,HTZ92_3090,1.624913407,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fatty acid oxidation complex subunit alpha,0,1396,I,fadB,"K01782,K01825","3HCDH,3HCDH_N,ECH_1", Fatty acid metabolism,Ab ATCC 19606
QXV71016.1,HTZ92_3091,1.865922844,Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed,3-ketoacyl-CoA thiolase,1.38E-275,754,I,fadA,K00632,"Thiolase_C,Thiolase_N",Fatty acid degradation,Ab ATCC 19606
QXV71016.1,HTZ92_3091,1.865922844,Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed,3-ketoacyl-CoA thiolase,1.38E-275,754,I,fadA,K00632,"Thiolase_C,Thiolase_N"," Valine, leucine and isoleucine degradation",Ab ATCC 19606
QXV71016.1,HTZ92_3091,1.865922844,Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed,3-ketoacyl-CoA thiolase,1.38E-275,754,I,fadA,K00632,"Thiolase_C,Thiolase_N", Benzoate degradation,Ab ATCC 19606
QXV71016.1,HTZ92_3091,1.865922844,Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed,3-ketoacyl-CoA thiolase,1.38E-275,754,I,fadA,K00632,"Thiolase_C,Thiolase_N", alpha-Linolenic acid metabolism,Ab ATCC 19606
QXV71016.1,HTZ92_3091,1.865922844,Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed,3-ketoacyl-CoA thiolase,1.38E-275,754,I,fadA,K00632,"Thiolase_C,Thiolase_N", Ethylbenzene degradation,Ab ATCC 19606
QXV71016.1,HTZ92_3091,1.865922844,Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed,3-ketoacyl-CoA thiolase,1.38E-275,754,I,fadA,K00632,"Thiolase_C,Thiolase_N"," Pinene, camphor and geraniol degradation",Ab ATCC 19606
QXV71016.1,HTZ92_3091,1.865922844,Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed,3-ketoacyl-CoA thiolase,1.38E-275,754,I,fadA,K00632,"Thiolase_C,Thiolase_N", Metabolic pathways,Ab ATCC 19606
QXV71016.1,HTZ92_3091,1.865922844,Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed,3-ketoacyl-CoA thiolase,1.38E-275,754,I,fadA,K00632,"Thiolase_C,Thiolase_N", Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV71016.1,HTZ92_3091,1.865922844,Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed,3-ketoacyl-CoA thiolase,1.38E-275,754,I,fadA,K00632,"Thiolase_C,Thiolase_N", Microbial metabolism in diverse environments,Ab ATCC 19606
QXV71016.1,HTZ92_3091,1.865922844,Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed,3-ketoacyl-CoA thiolase,1.38E-275,754,I,fadA,K00632,"Thiolase_C,Thiolase_N", Fatty acid metabolism,Ab ATCC 19606
QXV71110.1,HTZ92_3185,2.660962081,Belongs to the LOG family,putative lysine decarboxylase,3.72E-145,409,S,-,K06966,Lysine_decarbox,Purine metabolism,Ab ATCC 19606
QXV71110.1,HTZ92_3185,2.660962081,Belongs to the LOG family,putative lysine decarboxylase,3.72E-145,409,S,-,K06966,Lysine_decarbox, Pyrimidine metabolism,Ab ATCC 19606
QXV71110.1,HTZ92_3185,2.660962081,Belongs to the LOG family,putative lysine decarboxylase,3.72E-145,409,S,-,K06966,Lysine_decarbox, Metabolic pathways,Ab ATCC 19606
QXV71110.1,HTZ92_3185,2.660962081,Belongs to the LOG family,putative lysine decarboxylase,3.72E-145,409,S,-,K06966,Lysine_decarbox, Nucleotide metabolism,Ab ATCC 19606
QXV71137.1,HTZ92_3212,1.387391152,Glutathione peroxidase,glutathione peroxidase,8.68E-129,365,O,btuE,K00432,GSHPx,Glutathione metabolism,Ab ATCC 19606
QXV71137.1,HTZ92_3212,1.387391152,Glutathione peroxidase,glutathione peroxidase,8.68E-129,365,O,btuE,K00432,GSHPx, Metabolic pathways,Ab ATCC 19606
QXV71137.1,HTZ92_3212,1.387391152,Glutathione peroxidase,glutathione peroxidase,8.68E-129,365,O,btuE,K00432,GSHPx, Thyroid hormone synthesis,Ab ATCC 19606
QXV71137.1,HTZ92_3212,1.387391152,Glutathione peroxidase,glutathione peroxidase,8.68E-129,365,O,btuE,K00432,GSHPx, Amyotrophic lateral sclerosis,Ab ATCC 19606
QXV71137.1,HTZ92_3212,1.387391152,Glutathione peroxidase,glutathione peroxidase,8.68E-129,365,O,btuE,K00432,GSHPx, Huntington disease,Ab ATCC 19606
QXV71137.1,HTZ92_3212,1.387391152,Glutathione peroxidase,glutathione peroxidase,8.68E-129,365,O,btuE,K00432,GSHPx, Pathways of neurodegeneration - multiple diseases,Ab ATCC 19606
QXV71157.1,HTZ92_3232,1.208760792,Glutathione S-transferase,glutathione S-transferase,4.68E-160,448,O,gstA,K00799,"GST_C,GST_C_3,GST_N",Glutathione metabolism,Ab ATCC 19606
QXV71157.1,HTZ92_3232,1.208760792,Glutathione S-transferase,glutathione S-transferase,4.68E-160,448,O,gstA,K00799,"GST_C,GST_C_3,GST_N", Metabolism of xenobiotics by cytochrome P450,Ab ATCC 19606
QXV71157.1,HTZ92_3232,1.208760792,Glutathione S-transferase,glutathione S-transferase,4.68E-160,448,O,gstA,K00799,"GST_C,GST_C_3,GST_N", Drug metabolism - cytochrome P450,Ab ATCC 19606
