Protein accession,Locus tag,FC,Description,Name,evalue,score,COG_category,Preferred_name,KEGG_ko,PFAMs,Pathway_name,Strain 
QXV69418.1,HTZ92_1491,1.211043879,Barrel-sandwich domain of CusB or HlyD membrane-fusion,AdeA/AdeI family multidrug efflux RND transporter periplasmic adaptor subunit,1.28E-274,752,M,-,K18145,HlyD_D23,beta-Lactam resistance,Ab ATCC 19606
QXV69419.1,HTZ92_1492,1.358387117,MMPL family,multidrug efflux RND transporter permease subunit,0,1913,V,acrF,"K03296,K18146",ACR_tran,beta-Lactam resistance,Ab ATCC 19606
QXV69495.1,HTZ92_1568,1.036705477,Pyridine nucleotide-disulphide oxidoreductase,NAD(FAD)-dependent dehydrogenase,0,1115,S,sqrdl,K17218,"DUF442,Pyr_redox_2",Sulfur metabolism,Ab ATCC 19606
QXV69495.1,HTZ92_1568,1.036705477,Pyridine nucleotide-disulphide oxidoreductase,NAD(FAD)-dependent dehydrogenase,0,1115,S,sqrdl,K17218,"DUF442,Pyr_redox_2", Microbial metabolism in diverse environments,Ab ATCC 19606
QXV69579.1,HTZ92_1652,1.258633551,"Couples transcription and DNA repair by recognizing RNA polymerase (RNAP) stalled at DNA lesions. Mediates ATP-dependent release of RNAP and its truncated transcript from the DNA, and recruitment of nucleotide excision repair machinery to the damaged site",transcription-repair coupling factor,0,2254,L,mfd,K03723,"CarD_CdnL_TRCF,DEAD,Helicase_C,TRCF",Nucleotide excision repair,Ab ATCC 19606
QXV69602.1,HTZ92_1675,1.026960312,Involved in the glycolate utilization. Catalyzes the condensation and subsequent hydrolysis of acetyl-coenzyme A (acetyl-CoA) and glyoxylate to form malate and CoA,malate synthase G,0,1440,C,glcB,K01638,Malate_synthase,Pyruvate metabolism,Ab ATCC 19606
QXV69602.1,HTZ92_1675,1.026960312,Involved in the glycolate utilization. Catalyzes the condensation and subsequent hydrolysis of acetyl-coenzyme A (acetyl-CoA) and glyoxylate to form malate and CoA,malate synthase G,0,1440,C,glcB,K01638,Malate_synthase, Glyoxylate and dicarboxylate metabolism,Ab ATCC 19606
QXV69602.1,HTZ92_1675,1.026960312,Involved in the glycolate utilization. Catalyzes the condensation and subsequent hydrolysis of acetyl-coenzyme A (acetyl-CoA) and glyoxylate to form malate and CoA,malate synthase G,0,1440,C,glcB,K01638,Malate_synthase, Metabolic pathways,Ab ATCC 19606
QXV69602.1,HTZ92_1675,1.026960312,Involved in the glycolate utilization. Catalyzes the condensation and subsequent hydrolysis of acetyl-coenzyme A (acetyl-CoA) and glyoxylate to form malate and CoA,malate synthase G,0,1440,C,glcB,K01638,Malate_synthase, Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV69602.1,HTZ92_1675,1.026960312,Involved in the glycolate utilization. Catalyzes the condensation and subsequent hydrolysis of acetyl-coenzyme A (acetyl-CoA) and glyoxylate to form malate and CoA,malate synthase G,0,1440,C,glcB,K01638,Malate_synthase, Microbial metabolism in diverse environments,Ab ATCC 19606
QXV69602.1,HTZ92_1675,1.026960312,Involved in the glycolate utilization. Catalyzes the condensation and subsequent hydrolysis of acetyl-coenzyme A (acetyl-CoA) and glyoxylate to form malate and CoA,malate synthase G,0,1440,C,glcB,K01638,Malate_synthase, Carbon metabolism,Ab ATCC 19606
QXV69615.1,HTZ92_1688,1.116836724,Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine,uracil-DNA glycosylase,2.81E-173,483,L,ung,K03648,UDG,Base excision repair,Ab ATCC 19606
QXV69615.1,HTZ92_1688,1.116836724,Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine,uracil-DNA glycosylase,2.81E-173,483,L,ung,K03648,UDG, Primary immunodeficiency,Ab ATCC 19606
QXV69616.1,HTZ92_1689,1.419779873,6-pyruvoyl tetrahydropterin synthase,"6-carboxy-5,6,7,8-tetrahydropterin synthase",7.60E-145,407,H,-,K01737,PTPS,Folate biosynthesis,Ab ATCC 19606
QXV69616.1,HTZ92_1689,1.419779873,6-pyruvoyl tetrahydropterin synthase,"6-carboxy-5,6,7,8-tetrahydropterin synthase",7.60E-145,407,H,-,K01737,PTPS, Metabolic pathways,Ab ATCC 19606
QXV69616.1,HTZ92_1689,1.419779873,6-pyruvoyl tetrahydropterin synthase,"6-carboxy-5,6,7,8-tetrahydropterin synthase",7.60E-145,407,H,-,K01737,PTPS, Biosynthesis of cofactors,Ab ATCC 19606
QXV69637.1,HTZ92_1710,1.118926045,Fructose-bisphosphate aldolase class-II,fructose-bisphosphate aldolase,1.61E-249,684,G,fba,K01624,F_bP_aldolase,Glycolysis / Gluconeogenesis,Ab ATCC 19606
QXV69637.1,HTZ92_1710,1.118926045,Fructose-bisphosphate aldolase class-II,fructose-bisphosphate aldolase,1.61E-249,684,G,fba,K01624,F_bP_aldolase, Pentose phosphate pathway,Ab ATCC 19606
QXV69637.1,HTZ92_1710,1.118926045,Fructose-bisphosphate aldolase class-II,fructose-bisphosphate aldolase,1.61E-249,684,G,fba,K01624,F_bP_aldolase, Fructose and mannose metabolism,Ab ATCC 19606
QXV69637.1,HTZ92_1710,1.118926045,Fructose-bisphosphate aldolase class-II,fructose-bisphosphate aldolase,1.61E-249,684,G,fba,K01624,F_bP_aldolase, Methane metabolism,Ab ATCC 19606
QXV69637.1,HTZ92_1710,1.118926045,Fructose-bisphosphate aldolase class-II,fructose-bisphosphate aldolase,1.61E-249,684,G,fba,K01624,F_bP_aldolase, Carbon fixation by Calvin cycle,Ab ATCC 19606
QXV69637.1,HTZ92_1710,1.118926045,Fructose-bisphosphate aldolase class-II,fructose-bisphosphate aldolase,1.61E-249,684,G,fba,K01624,F_bP_aldolase, Metabolic pathways,Ab ATCC 19606
QXV69637.1,HTZ92_1710,1.118926045,Fructose-bisphosphate aldolase class-II,fructose-bisphosphate aldolase,1.61E-249,684,G,fba,K01624,F_bP_aldolase, Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV69637.1,HTZ92_1710,1.118926045,Fructose-bisphosphate aldolase class-II,fructose-bisphosphate aldolase,1.61E-249,684,G,fba,K01624,F_bP_aldolase, Microbial metabolism in diverse environments,Ab ATCC 19606
QXV69637.1,HTZ92_1710,1.118926045,Fructose-bisphosphate aldolase class-II,fructose-bisphosphate aldolase,1.61E-249,684,G,fba,K01624,F_bP_aldolase, Carbon metabolism,Ab ATCC 19606
QXV69637.1,HTZ92_1710,1.118926045,Fructose-bisphosphate aldolase class-II,fructose-bisphosphate aldolase,1.61E-249,684,G,fba,K01624,F_bP_aldolase, Biosynthesis of amino acids,Ab ATCC 19606
QXV69668.1,HTZ92_1741,1.106392682,Penicillin binding protein transpeptidase domain,carbapenem-hydrolyzing class D beta-lactamase OXA-98,6.65E-195,540,M,bla,"K17838,K18793,K18794,K18976,K19213,K19318,K22352",Transpeptidase,beta-Lactam resistance,Ab ATCC 19606
QXV69731.1,HTZ92_1804,1.112385129,Belongs to the glutathione peroxidase family,glutathione peroxidase,3.52E-116,332,O,gpo,K00432,GSHPx,Glutathione metabolism,Ab ATCC 19606
QXV69731.1,HTZ92_1804,1.112385129,Belongs to the glutathione peroxidase family,glutathione peroxidase,3.52E-116,332,O,gpo,K00432,GSHPx, Metabolic pathways,Ab ATCC 19606
QXV69731.1,HTZ92_1804,1.112385129,Belongs to the glutathione peroxidase family,glutathione peroxidase,3.52E-116,332,O,gpo,K00432,GSHPx, Thyroid hormone synthesis,Ab ATCC 19606
QXV69731.1,HTZ92_1804,1.112385129,Belongs to the glutathione peroxidase family,glutathione peroxidase,3.52E-116,332,O,gpo,K00432,GSHPx, Amyotrophic lateral sclerosis,Ab ATCC 19606
QXV69731.1,HTZ92_1804,1.112385129,Belongs to the glutathione peroxidase family,glutathione peroxidase,3.52E-116,332,O,gpo,K00432,GSHPx, Huntington disease,Ab ATCC 19606
QXV69731.1,HTZ92_1804,1.112385129,Belongs to the glutathione peroxidase family,glutathione peroxidase,3.52E-116,332,O,gpo,K00432,GSHPx, Pathways of neurodegeneration - multiple diseases,Ab ATCC 19606
QXV69813.1,HTZ92_1886,2.063354586,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI",Tryptophan metabolism,Ab ATCC 19606
QXV69813.1,HTZ92_1886,2.063354586,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI", Glyoxylate and dicarboxylate metabolism,Ab ATCC 19606
QXV69813.1,HTZ92_1886,2.063354586,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI", Metabolic pathways,Ab ATCC 19606
QXV69813.1,HTZ92_1886,2.063354586,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI", Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV69813.1,HTZ92_1886,2.063354586,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI", Carbon metabolism,Ab ATCC 19606
QXV69813.1,HTZ92_1886,2.063354586,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI", MAPK signaling pathway - yeast,Ab ATCC 19606
QXV69813.1,HTZ92_1886,2.063354586,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI", MAPK signaling pathway - plant,Ab ATCC 19606
QXV69813.1,HTZ92_1886,2.063354586,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI", FoxO signaling pathway,Ab ATCC 19606
QXV69813.1,HTZ92_1886,2.063354586,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI", Peroxisome,Ab ATCC 19606
QXV69813.1,HTZ92_1886,2.063354586,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI", Longevity regulating pathway,Ab ATCC 19606
QXV69813.1,HTZ92_1886,2.063354586,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI", Longevity regulating pathway - worm,Ab ATCC 19606
QXV69813.1,HTZ92_1886,2.063354586,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI", Longevity regulating pathway - multiple species,Ab ATCC 19606
QXV69813.1,HTZ92_1886,2.063354586,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI", Amyotrophic lateral sclerosis,Ab ATCC 19606
QXV69813.1,HTZ92_1886,2.063354586,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI", Pathways of neurodegeneration - multiple diseases,Ab ATCC 19606
QXV69813.1,HTZ92_1886,2.063354586,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI", Chemical carcinogenesis - reactive oxygen species,Ab ATCC 19606
QXV70109.1,HTZ92_2184,1.191242726,Alkyl hydroperoxide reductase,peroxiredoxin,3.96E-137,387,O,ahpC,K03386,"1-cysPrx_C,AhpC-TSA",Apoptosis - fly,Ab ATCC 19606
QXV70232.1,HTZ92_2307,1.224939223,belongs to the aldehyde dehydrogenase family,salicylaldehyde dehydrogenase,0,934,C,vdh,K21802,Aldedh,Aminobenzoate degradation,Ab ATCC 19606
QXV70232.1,HTZ92_2307,1.224939223,belongs to the aldehyde dehydrogenase family,salicylaldehyde dehydrogenase,0,934,C,vdh,K21802,Aldedh, Microbial metabolism in diverse environments,Ab ATCC 19606
QXV70363.1,HTZ92_2438,1.360057236,Isocitrate lyase,isocitrate lyase,0,1060,C,aceA,K01637,ICL,Glyoxylate and dicarboxylate metabolism,Ab ATCC 19606
QXV70363.1,HTZ92_2438,1.360057236,Isocitrate lyase,isocitrate lyase,0,1060,C,aceA,K01637,ICL, Propanoate metabolism,Ab ATCC 19606
QXV70363.1,HTZ92_2438,1.360057236,Isocitrate lyase,isocitrate lyase,0,1060,C,aceA,K01637,ICL, Metabolic pathways,Ab ATCC 19606
QXV70363.1,HTZ92_2438,1.360057236,Isocitrate lyase,isocitrate lyase,0,1060,C,aceA,K01637,ICL, Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV70363.1,HTZ92_2438,1.360057236,Isocitrate lyase,isocitrate lyase,0,1060,C,aceA,K01637,ICL, Microbial metabolism in diverse environments,Ab ATCC 19606
QXV70363.1,HTZ92_2438,1.360057236,Isocitrate lyase,isocitrate lyase,0,1060,C,aceA,K01637,ICL, Carbon metabolism,Ab ATCC 19606
QXV70386.1,HTZ92_2461,1.267852161,GDSL-like Lipase/Acylhydrolase family,arylesterase,2.68E-128,365,E,tesA,K10804,Lipase_GDSL_2,Biosynthesis of unsaturated fatty acids,Ab ATCC 19606
QXV70397.1,HTZ92_2472,1.254513515,Belongs to the serine threonine dehydratase family. DsdA subfamily,D-serine dehydratase,0,875,E,dsdA,K01753,PALP,"Glycine, serine and threonine metabolism",Ab ATCC 19606
QXV70397.1,HTZ92_2472,1.254513515,Belongs to the serine threonine dehydratase family. DsdA subfamily,D-serine dehydratase,0,875,E,dsdA,K01753,PALP, D-Amino acid metabolism,Ab ATCC 19606
QXV70397.1,HTZ92_2472,1.254513515,Belongs to the serine threonine dehydratase family. DsdA subfamily,D-serine dehydratase,0,875,E,dsdA,K01753,PALP, Metabolic pathways,Ab ATCC 19606
QXV70406.1,HTZ92_2481,1.941233169,Converts alpha-aldose to the beta-anomer,galactose mutarotase,5.63E-275,752,M,galM,K01785,Aldose_epim,Glycolysis / Gluconeogenesis,Ab ATCC 19606
QXV70406.1,HTZ92_2481,1.941233169,Converts alpha-aldose to the beta-anomer,galactose mutarotase,5.63E-275,752,M,galM,K01785,Aldose_epim, Galactose metabolism,Ab ATCC 19606
QXV70406.1,HTZ92_2481,1.941233169,Converts alpha-aldose to the beta-anomer,galactose mutarotase,5.63E-275,752,M,galM,K01785,Aldose_epim, Metabolic pathways,Ab ATCC 19606
QXV70406.1,HTZ92_2481,1.941233169,Converts alpha-aldose to the beta-anomer,galactose mutarotase,5.63E-275,752,M,galM,K01785,Aldose_epim, Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV70406.1,HTZ92_2481,1.941233169,Converts alpha-aldose to the beta-anomer,galactose mutarotase,5.63E-275,752,M,galM,K01785,Aldose_epim, Microbial metabolism in diverse environments,Ab ATCC 19606
QXV70521.1,HTZ92_2596,1.281933623,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III",phosphomannomutase,0,949,G,algC,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV",Fructose and mannose metabolism,Ab ATCC 19606
QXV70521.1,HTZ92_2596,1.281933623,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III",phosphomannomutase,0,949,G,algC,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Amino sugar and nucleotide sugar metabolism,Ab ATCC 19606
QXV70521.1,HTZ92_2596,1.281933623,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III",phosphomannomutase,0,949,G,algC,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Metabolic pathways,Ab ATCC 19606
QXV70521.1,HTZ92_2596,1.281933623,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III",phosphomannomutase,0,949,G,algC,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV70521.1,HTZ92_2596,1.281933623,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III",phosphomannomutase,0,949,G,algC,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Biosynthesis of nucleotide sugars,Ab ATCC 19606
QXV70521.1,HTZ92_2596,1.281933623,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III",phosphomannomutase,0,949,G,algC,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Glycolysis / Gluconeogenesis,Ab ATCC 19606
QXV70521.1,HTZ92_2596,1.281933623,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III",phosphomannomutase,0,949,G,algC,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Pentose phosphate pathway,Ab ATCC 19606
QXV70521.1,HTZ92_2596,1.281933623,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III",phosphomannomutase,0,949,G,algC,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Galactose metabolism,Ab ATCC 19606
QXV70521.1,HTZ92_2596,1.281933623,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III",phosphomannomutase,0,949,G,algC,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Purine metabolism,Ab ATCC 19606
QXV70521.1,HTZ92_2596,1.281933623,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III",phosphomannomutase,0,949,G,algC,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Starch and sucrose metabolism,Ab ATCC 19606
QXV70521.1,HTZ92_2596,1.281933623,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III",phosphomannomutase,0,949,G,algC,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Streptomycin biosynthesis,Ab ATCC 19606
QXV70521.1,HTZ92_2596,1.281933623,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III",phosphomannomutase,0,949,G,algC,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Microbial metabolism in diverse environments,Ab ATCC 19606
QXV70639.1,HTZ92_2714,1.219227495,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient",NADH-quinone oxidoreductase subunit K,1.23E-63,194,C,nuoK,K00340,Oxidored_q2,Oxidative phosphorylation,Ab ATCC 19606
QXV70639.1,HTZ92_2714,1.219227495,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient",NADH-quinone oxidoreductase subunit K,1.23E-63,194,C,nuoK,K00340,Oxidored_q2, Metabolic pathways,Ab ATCC 19606
QXV70640.1,HTZ92_2715,1.052496234,Belongs to the complex I subunit 6 family,NADH dehydrogenase,3.83E-110,318,C,nuoJ,K00339,Oxidored_q3,Oxidative phosphorylation,Ab ATCC 19606
QXV70640.1,HTZ92_2715,1.052496234,Belongs to the complex I subunit 6 family,NADH dehydrogenase,3.83E-110,318,C,nuoJ,K00339,Oxidored_q3, Metabolic pathways,Ab ATCC 19606
QXV70641.1,HTZ92_2716,1.008439925,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient",NADH-quinone oxidoreductase subunit I,9.33E-119,340,C,nuoI,K00338,Fer4,Oxidative phosphorylation,Ab ATCC 19606
QXV70641.1,HTZ92_2716,1.008439925,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient",NADH-quinone oxidoreductase subunit I,9.33E-119,340,C,nuoI,K00338,Fer4, Metabolic pathways,Ab ATCC 19606
QXV70642.1,HTZ92_2717,1.116621902,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient. This subunit may bind ubiquinone",NADH-quinone oxidoreductase subunit H,4.67E-234,645,C,nuoH,K00337,NADHdh,Oxidative phosphorylation,Ab ATCC 19606
QXV70642.1,HTZ92_2717,1.116621902,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient. This subunit may bind ubiquinone",NADH-quinone oxidoreductase subunit H,4.67E-234,645,C,nuoH,K00337,NADHdh, Metabolic pathways,Ab ATCC 19606
QXV70651.1,HTZ92_2726,1.478590058,Histidine kinase,two-component system sensor histidine kinase,0,1065,T,rstB,K07639,"HAMP,HATPase_c,HisKA",Two-component system,Ab ATCC 19606
QXV70652.1,HTZ92_2727,2.071481733,COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,DNA-binding response regulator,1.89E-167,468,K,rstA,K07661,"Response_reg,Trans_reg_C",Two-component system,Ab ATCC 19606
QXV70667.1,HTZ92_2742,1.361823222,"Cobalamin-independent synthase, Catalytic domain",5-methyltetrahydropteroyltriglutamate--homocyste ine methyltransferase,1.05E-255,700,E,metE,K00549,Meth_synt_2,Cysteine and methionine metabolism,Ab ATCC 19606
QXV70667.1,HTZ92_2742,1.361823222,"Cobalamin-independent synthase, Catalytic domain",5-methyltetrahydropteroyltriglutamate--homocyste ine methyltransferase,1.05E-255,700,E,metE,K00549,Meth_synt_2, Selenocompound metabolism,Ab ATCC 19606
QXV70667.1,HTZ92_2742,1.361823222,"Cobalamin-independent synthase, Catalytic domain",5-methyltetrahydropteroyltriglutamate--homocyste ine methyltransferase,1.05E-255,700,E,metE,K00549,Meth_synt_2, Metabolic pathways,Ab ATCC 19606
QXV70667.1,HTZ92_2742,1.361823222,"Cobalamin-independent synthase, Catalytic domain",5-methyltetrahydropteroyltriglutamate--homocyste ine methyltransferase,1.05E-255,700,E,metE,K00549,Meth_synt_2, Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV70667.1,HTZ92_2742,1.361823222,"Cobalamin-independent synthase, Catalytic domain",5-methyltetrahydropteroyltriglutamate--homocyste ine methyltransferase,1.05E-255,700,E,metE,K00549,Meth_synt_2, Biosynthesis of amino acids,Ab ATCC 19606
QXV70684.1,HTZ92_2759,1.575734603,Adenosine/AMP deaminase,adenosine deaminase,2.06E-242,668,F,add,K01488,A_deaminase,Purine metabolism,Ab ATCC 19606
QXV70684.1,HTZ92_2759,1.575734603,Adenosine/AMP deaminase,adenosine deaminase,2.06E-242,668,F,add,K01488,A_deaminase, Metabolic pathways,Ab ATCC 19606
QXV70684.1,HTZ92_2759,1.575734603,Adenosine/AMP deaminase,adenosine deaminase,2.06E-242,668,F,add,K01488,A_deaminase, Nucleotide metabolism,Ab ATCC 19606
QXV70684.1,HTZ92_2759,1.575734603,Adenosine/AMP deaminase,adenosine deaminase,2.06E-242,668,F,add,K01488,A_deaminase, Primary immunodeficiency,Ab ATCC 19606
QXV70768.1,HTZ92_2843,1.234447843,Belongs to the hyi family,hydroxypyruvate isomerase,8.78E-195,539,G,hyi,K01816,AP_endonuc_2,Glyoxylate and dicarboxylate metabolism,Ab ATCC 19606
QXV70768.1,HTZ92_2843,1.234447843,Belongs to the hyi family,hydroxypyruvate isomerase,8.78E-195,539,G,hyi,K01816,AP_endonuc_2, Metabolic pathways,Ab ATCC 19606
QXV70783.1,HTZ92_2858,2.282295469,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,aconitate hydratase,0,1845,C,acnA,"K01681,K20455","Aconitase,Aconitase_C",Citrate cycle (TCA cycle),Ab ATCC 19606
QXV70783.1,HTZ92_2858,2.282295469,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,aconitate hydratase,0,1845,C,acnA,"K01681,K20455","Aconitase,Aconitase_C", Glyoxylate and dicarboxylate metabolism,Ab ATCC 19606
QXV70783.1,HTZ92_2858,2.282295469,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,aconitate hydratase,0,1845,C,acnA,"K01681,K20455","Aconitase,Aconitase_C", Other carbon fixation pathways,Ab ATCC 19606
QXV70783.1,HTZ92_2858,2.282295469,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,aconitate hydratase,0,1845,C,acnA,"K01681,K20455","Aconitase,Aconitase_C", Metabolic pathways,Ab ATCC 19606
QXV70783.1,HTZ92_2858,2.282295469,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,aconitate hydratase,0,1845,C,acnA,"K01681,K20455","Aconitase,Aconitase_C", Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV70783.1,HTZ92_2858,2.282295469,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,aconitate hydratase,0,1845,C,acnA,"K01681,K20455","Aconitase,Aconitase_C", Microbial metabolism in diverse environments,Ab ATCC 19606
QXV70783.1,HTZ92_2858,2.282295469,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,aconitate hydratase,0,1845,C,acnA,"K01681,K20455","Aconitase,Aconitase_C", Carbon metabolism,Ab ATCC 19606
QXV70783.1,HTZ92_2858,2.282295469,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,aconitate hydratase,0,1845,C,acnA,"K01681,K20455","Aconitase,Aconitase_C", 2-Oxocarboxylic acid metabolism,Ab ATCC 19606
QXV70783.1,HTZ92_2858,2.282295469,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,aconitate hydratase,0,1845,C,acnA,"K01681,K20455","Aconitase,Aconitase_C", Biosynthesis of amino acids,Ab ATCC 19606
QXV70783.1,HTZ92_2858,2.282295469,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,aconitate hydratase,0,1845,C,acnA,"K01681,K20455","Aconitase,Aconitase_C", Propanoate metabolism,Ab ATCC 19606
QXV70800.1,HTZ92_2875,5.167664478,"Part of the tripartite efflux system MacAB-TolC. MacB is a non-canonical ABC transporter that contains transmembrane domains (TMD), which form a pore in the inner membrane, and an ATP-binding domain (NBD), which is responsible for energy generation. Confers resistance against macrolides",MacB family efflux pump subunit,0,1236,V,macB,K05685,"ABC_tran,FtsX,MacB_PCD",ABC transporters,Ab ATCC 19606
